פריט,תאור פריט,מספר ספק,שם מספר ספק,מ.63 הובלות באזר,שם מ.63 הובלות באזר
224013,מיקרוגל אלקטרה WP800P20 לבן,600060017,"יוסף חיים בע""מ",,
224014,מיקרוגל אלקטרה  WP800AL20 לבן,600060017,"יוסף חיים בע""מ",,
224015,מיקרוגל אלקטרהP70H20L-ZSמעוצב ,600060017,"יוסף חיים בע""מ",,
224016,מיקרוגל P80D20EL-DKאלקטרה '20ל,600060017,"יוסף חיים בע""מ",,
224017,מיקרוגל כסףP90D25P-C6אלקטרה ,600060017,"יוסף חיים בע""מ",,
224018,אלקטרהP90D25ESL-G1מיקרוגל+גריל,600060017,"יוסף חיים בע""מ",,
224701,סאג' חשמלי ATL-248 ג. ליין,600060017,"יוסף חיים בע""מ",1,מחסני חשמל בלבד
224822,מכשיר מאפיים SW277 MY CAKE,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226425,קומקום דיגיטלי גולד ליין 740,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226426,מולטי קייק גולד ליין SW237,600060017,"יוסף חיים בע""מ",,
226445,מיקרוגל ג.ל P80 דיגיטלי 20'ל נירוסטה+ מראה,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226446,מיקרוגל ג.ל P90 מכני 25'ל כסוף,600060017,"יוסף חיים בע""מ",3,שתי רשתות
226447,מיקרוגל ג.ל D90 נירוסטה+ גריל 25'ל,600060017,"יוסף חיים בע""מ",3,שתי רשתות
227688,פלטת שבת גולד ליין ATL450 מרובעת,600060017,"יוסף חיים בע""מ",3,שתי רשתות
227689,סיר טיגון גולד ליין 9999 נירוסטה 6 ליטר,600060017,"יוסף חיים בע""מ",3,שתי רשתות
227690,בלנדר + מטחנת קפה גולד ליין 367,600060017,"יוסף חיים בע""מ",,
227768,מעבד מזון ג.ל קלאסיק 525CB שחור,600060017,"יוסף חיים בע""מ",3,שתי רשתות
227769,מעבד מזון ג.ל קלאסיק 525CR אדום,600060017,"יוסף חיים בע""מ",3,שתי רשתות
227770,מעבד מזון ג.ל אקסלוסיב 525EB שחור,600060017,"יוסף חיים בע""מ",3,שתי רשתות
227771,מעבד מזון ג.ל אקסלוסיב 525ER אדום,600060017,"יוסף חיים בע""מ",3,שתי רשתות
227772,מקל בלנדר גולד ליין 005 שחור,600060017,"יוסף חיים בע""מ",3,שתי רשתות
227773,מקל בלנדר גולד ליין 005 אדום,600060017,"יוסף חיים בע""מ",3,שתי רשתות
230699,טוסטר קופץ גולד ליין - 4פרוסות ATL-028 ,600060017,"יוסף חיים בע""מ",3,שתי רשתות
230701,בלנדר שייק אנד טייק גולד ליין ATL-383,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231153,בלנדר שייק אלקטרוני חכם גולד ליין ATL-370,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231154,מ.להכנת פופקורן ATL-202  גולד ליין,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231156,מעבד מזון  כסוף + בלנדר ATL-602 ג. ליין ,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231157,ט.אובן ג.ליין 25 ל' ATL-6625  נירוסטה ,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231158,מיקסר יד מעוצב גולד ליין ATL-220,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231213,מסחטת גזר גולד ליין ATL-414,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231338,קומקום גולד ליין ATL-701C  קרם,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231378,קומקום ג.ל/ פלטיניום ATL-723,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231812,3 ב 1 מסחטה+קוצץ+מ.גלידה ATL-966   גולד ליין ,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231875,קומקום פירמידה ג. ליין ATL-715N נירוסטה,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231876,קומקום פירמידה ג. ליין ATL-715R אדום,600060017,"יוסף חיים בע""מ",3,שתי רשתות
231877,קומקום פירמידה ג. ליין ATL-715W לבן,600060017,"יוסף חיים בע""מ",,
231878,סט מלחיה ופלפליה ג.ליין,600060017,"יוסף חיים בע""מ",,
231879,נר לד חכם+שלט קטן  ג.ליין EDEN,600060017,"יוסף חיים בע""מ",,
231880,נר לד חכם+שלט בינוני ג.ליין OCEAN,600060017,"יוסף חיים בע""מ",,
231881,נר לד חכם+שלט גדול ג.ליין ENIGMA,600060017,"יוסף חיים בע""מ",,
231882,טוסטר קופץ פירמידה ג.ליין ATL-033,600060017,"יוסף חיים בע""מ",,
231883,טרמוס מיחם ג.ליין ATL-125 נירוסטה,600060017,"יוסף חיים בע""מ",,
232123,קומקום גולד ליין ATL-2700  שחור,600060017,"יוסף חיים בע""מ",3,שתי רשתות
712748,בלנדר ATL-419 ג.ל ניקל,600060017,"יוסף חיים בע""מ",,
200152,טוסטר אובן יורוטק CKF17,600060016,"אלקטרו סטייל בע""מ",,
200157,טוסטר אובן 46'ל EUR46LT,600060016,"אלקטרו סטייל בע""מ",,
200585,קומקום חשמלי יורוטק F203,600060016,"אלקטרו סטייל בע""מ",,
201771,מצנם 'פלנרו/יורוטק2003ניר,600060016,"אלקטרו סטייל בע""מ",,
201999,קומקום טיולים יורוטק 2003,600060016,"אלקטרו סטייל בע""מ",,
209606,קומקום יורוטק 1'ל F2002B,600060016,"אלקטרו סטייל בע""מ",,
209835,פ.שבת יורוטק 300 שחור ב',600060016,"אלקטרו סטייל בע""מ",,
209796,מכ' נספרסו CITIZ C110אפור סיטיז,600066026,"נספרסו ישראל בע""מ",,
209797,מכ' נספרסו CITIZ C110אדום סיטיז,600066026,"נספרסו ישראל בע""מ",,
209798,מכ' נספרסו CITIZ C120אדום סיטיז אנד מילק,600066026,"נספרסו ישראל בע""מ",,
209799,מכונת נספרסו C120 טיטניום סיטיז אנד מילק,600066026,"נספרסו ישראל בע""מ",,
209803,מכונה+מקציף נספרסו C60 כחול פיקסי,600066026,"נספרסו ישראל בע""מ",,
209804,מכונת נספרסו C60-BL כחול פיקסי,600066026,"נספרסו ישראל בע""מ",,
209805,מכונת קפה נספרסו C60-IL-RE-NE אדום- פיקסי,600066026,"נספרסו ישראל בע""מ",,
209806,מכונת נספרסו+מקציף A3C60-IL-RE-NE פיקסי אדום,600066026,"נספרסו ישראל בע""מ",,
209807,מכונת נספרסו+מקציף A3C60-IL-TI-NE פיקסי טיטניום,600066026,"נספרסו ישראל בע""מ",,
209808,מכונת נספרסו C60-IL-TI-NE טיטניום פיקסי,600066026,"נספרסו ישראל בע""מ",,
209817,מכונת נספרסו D100 כסוף,600066026,"נספרסו ישראל בע""מ",,
209820,מכונת נספרסו D180 אדום,600066026,"נספרסו ישראל בע""מ",,
209836,מכונת קפה נספרסו F311אדום,600066026,"נספרסו ישראל בע""מ",,
209837,מ.קפה נספרסו F311 קרם לבן,600066026,"נספרסו ישראל בע""מ",,
209838,מכונת נספרסו F321-IL-CH-NE כרום לטיסימה,600066026,"נספרסו ישראל בע""מ",,
209839,מכונת נספרסו F411-IL-RE-NE אדום לטיסימה,600066026,"נספרסו ישראל בע""מ",,
209840,נספרסו F411-IL-WH-NE לבן לטיסימה,600066026,"נספרסו ישראל בע""מ",,
209841,מכונת נספרסו F416B כחול לטיסימה,600066026,"נספרסו ישראל בע""מ",,
209842,מכונת נספרסו F421-IL-SI-NE כסוף לטיסימה,600066026,"נספרסו ישראל בע""מ",,
211512,מכונת נספרסו C50-IL-CW-NE לבן סדרת U,600066026,"נספרסו ישראל בע""מ",,
211513,מכונת קפה נספרסו C50 אפור סדרת U,600066026,"נספרסו ישראל בע""מ",,
211514,מכ' קפה נספרסו Bundle C50 לבן סדרת U,600066026,"נספרסו ישראל בע""מ",,
211515,מכ' קפה נספרסו C50 אפור Bundle  סדרת U,600066026,"נספרסו ישראל בע""מ",,
212841,מכונת נספרסו C500-IL-RE-NE אדום מאסטריה,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
212842,מכונת נספרסו C520-IL-TI-NE טיטניום גרנד מאסטריה,600066026,"נספרסו ישראל בע""מ",,
213147,מכונת קפה נספרסו D99 לבן  אסנזה,600066026,"נספרסו ישראל בע""מ",,
213294,נספרסו D50-IL-BK-NE שחור סדרת U,600066026,"נספרסו ישראל בע""מ",,
213295,נספרסו D50-IL-OR-NE כתום,600066026,"נספרסו ישראל בע""מ",,
213296,נספרסו A3D50-IL-BK-NE שחור+מקצ,600066026,"נספרסו ישראל בע""מ",,
213297,מכונת נספרסו + מקציף D50 כתום סדרת U,600066026,"נספרסו ישראל בע""מ",,
213298,נספרסו C121-IL-TI-NE טיטניום סיטיז אנד מילק,600066026,"נספרסו ישראל בע""מ",,
213299,נספרסו C60-IL-SS-NE פלדה פיקסי,600066026,"נספרסו ישראל בע""מ",,
213300,נספרסו+מקציף A3C60-IL-SS-NE פיקסי פלדה,600066026,"נספרסו ישראל בע""מ",,
213326, נספרסו C121-IL-RE-NE אדום סיטיז אנד מילק,600066026,"נספרסו ישראל בע""מ",1,מחסני חשמל בלבד
213751,מכונת נספרסו F411-IL-BK-NE שחור לטיסימה,600066026,"נספרסו ישראל בע""מ",,
213754,מכונת קפה נספרסו C60 חום  פיקסי,600066026,"נספרסו ישראל בע""מ",,
214168,מכונת נספרסו+מקציף D99 אסנזה,600066026,"נספרסו ישראל בע""מ",,
214333,מכונת נספרסו+מקציף A3C50-IL-MR-NE אדום סדרה U,600066026,"נספרסו ישראל בע""מ",,
214334,מכונת נספרסו C50-IL-MR-NE אדום סדרת U,600066026,"נספרסו ישראל בע""מ",,
214335,"מכונת נספרסו+מקציף C55-IL-CW-NE לבן, סדרת U מילק",600066026,"נספרסו ישראל בע""מ",1,מחסני חשמל בלבד
214336,"מכונת נספרסו+מקציף D55-IL-BK-NE שחור,סדרת U מילק",600066026,"נספרסו ישראל בע""מ",,
215819,מכונת קפה נספרסו-רכישה מהמשרד,600066026,"נספרסו ישראל בע""מ",,
216151,מכונת נספרסו C40-IL-WH-NE לבן איניסייה,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
216152,מכונת נספרסו+מקציף לבן A3NC40-IL-WH-NE איניסייה,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
216153,מכונת נספרסו C40-IL-RE-NE אדום איניסייה,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
216154,מכונת נספרסו+מקציף אדום A3NC40-IL-RE-NE איניסייה,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
216155,מכונת נספרסו D40-IL-BK-NE שחור איניסייה,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
216156,מכונת נספרסו+מקציף שחור A3ND40-IL-BK-NEאיניסייה,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
216157,מכונת נספרסו C40-IL-LB-NE כחול איניסייה,600066026,"נספרסו ישראל בע""מ",,
216158,נספרסו+מקציף כחול A3NC40-IL-LB-NE איניסייה,600066026,"נספרסו ישראל בע""מ",,
217410,מכונת נספרסו F456-IL-PR-NE לטיסימה פרו,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
217899,מכונת נספרסו F421-IL-PW-NE פנינה לטיסימה,600066026,"נספרסו ישראל בע""מ",,
219192,מכונת קפה +LATTISSIMA -F416 ,600066026,"נספרסו ישראל בע""מ",,
219898,מ.נספרסו לטיסימה שחור NEBK,600066026,"נספרסו ישראל בע""מ",,
221345,מ.נספרסו לטיסימה לבן פנינה,600066026,"נספרסו ישראל בע""מ",,
221878,מכונת נספרסו F511-IL-RE-NE אדום לטיסימה טאץ,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
221879,מכונת נספרסו F511-IL-WH-NE לבן לטיסימה טאץ,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
221880,נספרסו F511-IL-BK-NE שחור לטיסימה טאץ,600066026,"נספרסו ישראל בע""מ",,
223593,מכונת נספרסו C60-IL-BY-NE פיקסי קליפס שחור צהוב,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
223594,מכונת נספרסו D60-IL-WR-NE פיקסי קליפס לבן ורוד,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
223595,מ.נספרסו+מקציף A3NC60-IL-BY-NE פיקסי קליפס שחור-צהוב,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
223596,מ.נספרסו+מקציף A3ND60-IL-WR-NE פיקסי קליפס לבן ורוד,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
225570,מכונתנספרסו F511-BT שחור טיטניום לטיסימה טאצ,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
225571,מכונת נספרסו F511-SI כסף פלדיוםלטיסימה טאץ,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
227302,מכונת נספרסו D40  איניסייה צהוב,600066026,"נספרסו ישראל בע""מ",1,מחסני חשמל בלבד
227303,מכונת נספרסו D40 איניסייה כתום,600066026,"נספרסו ישראל בע""מ",1,מחסני חשמל בלבד
227304,מכונת נספרסו C40 איניסייה ירוק,600066026,"נספרסו ישראל בע""מ",,
227305,מכונת נספרסו איניסייה D40 צהוב+ מקציף,600066026,"נספרסו ישראל בע""מ",1,מחסני חשמל בלבד
227306,מכונת נספרסו איניסייה D40 כתום+ מקציף,600066026,"נספרסו ישראל בע""מ",1,מחסני חשמל בלבד
227307,מכונת נספרסו איניסייה C40 ירוק+ מקציף,600066026,"נספרסו ישראל בע""מ",1,מחסני חשמל בלבד
229043,מכונת נספרסו D122-IL-BK שחור CITIZ&MILK,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
229044,מכונת נספרסו D122-IL-WH לבן CITIZ&MILK,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
229045,מכונת נספרסו C122-IL-CR אדום CITIZ&MILK,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
229046,מכונת נספרסו C122-IL-SI כסוף CITIZ&MILK,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
229047,מכונת נספרסו D112-IL-BK שחור CITIZ,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
229049,מכונת נספרסו C112-IL-CR אדום CITIZ,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
229050,מכונת נספרסו C112-IL-SI כסוף CITIZ,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
231452,מכונת נספרסו  C80-IL-BK-NE שחור EXPERT,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
231453,מכונת נספרסו  D80-IL-GR-NE  EXPERT אפור,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
231454,מכונת נספרסו+מקציף  C85-IL-BK-NE  EXPERT שחור,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
231455,מכונת נספרסו+מקציף  D85-IL-GR-NE  EXPERT אפור,600066026,"נספרסו ישראל בע""מ",3,שתי רשתות
204363,מבשל אורזCUISINART CRC800,600060053,"און ליין סחר ושיווק(פ""ת)",,
209497,בלנדר CUISINART CBT-500,600060053,"און ליין סחר ושיווק(פ""ת)",,
209812,מבשל ביצים CUISINART  7E,600060053,"און ליין סחר ושיווק(פ""ת)",,
201905,קוצץ ירקות לMIXCHEF 3148ק,600060022,"שריג אלקטריק בע""מ",,
202020,קומקום קי'צן שף 5210,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
202278,מכונת 5910אספרסו+קפוצ'ינו,600060022,"שריג אלקטריק בע""מ",,
204161,מיקר' מורפי 2344541ל+גריל,600060022,"שריג אלקטריק בע""מ",,
204164,מקרוגל גריל מורפי 44545,600060022,"שריג אלקטריק בע""מ",,
204165,מקרו' 44546מורפי 25'ל כסף,600060022,"שריג אלקטריק בע""מ",,
204167,מיקרוגל מורפי 44550,600060022,"שריג אלקטריק בע""מ",,
204168,מיקרוגל מורפי 30'ל 44558,600060022,"שריג אלקטריק בע""מ",,
204169,מקרוגל מורפי 44559 34'ל,600060022,"שריג אלקטריק בע""מ",,
204183,מצנם מורפי ריצ'ארד 44056,600060022,"שריג אלקטריק בע""מ",,
204184,מצנם 4'פ מורפי 44058,600060022,"שריג אלקטריק בע""מ",,
204188,טוסטר סנדויץ מורפי 44255,600060022,"שריג אלקטריק בע""מ",,
204189,טוסטר אובן מורפי 44461,600060022,"שריג אלקטריק בע""מ",,
204190,ט.אובן מורפי 44465 נירוס',600060022,"שריג אלקטריק בע""מ",,
204193,טוסטר אובן מורפי 44480,600060022,"שריג אלקטריק בע""מ",,
204195,מצנם 2 פרוסות מורפי 44742,600060022,"שריג אלקטריק בע""מ",,
204196,טוסטר לחיצה מורפי 44785,600060022,"שריג אלקטריק בע""מ",,
204198,טוסטר לחיצה מורפי 44788,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
204199,טוסטר לחיצה מורפי 44789,600060022,"שריג אלקטריק בע""מ",,
204201,מצנם מורפי 44872ELIPTAלבן,600060022,"שריג אלקטריק בע""מ",,
204203,בלנדר מורפי ריצ'ארד 48380,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
204204,ב.כוס מורפי 48382 ז.אדום,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
204205,בלנדר מורפי 48390 נירוסטה,600060022,"שריג אלקטריק בע""מ",,
204207,מעבד מזון מורפי 48435,600060022,"שריג אלקטריק בע""מ",,
204208,מעבד מזון מורפי 48438,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
204214,קוצץ מזון 48548 ELEGANT,600060022,"שריג אלקטריק בע""מ",,
204218,מעבד מזון מורפי 48640,600060022,"שריג אלקטריק בע""מ",,
204219,מע'מזון MIX CHEF48651כסוף,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
204220,מע'מזוןMIX CHEF48655ארגמן,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
204222,מיקסר+מ.בלנדר מורפי 48901,600060022,"שריג אלקטריק בע""מ",,
204229,מיקסר MIX CHEF 48971'נירו,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
204303,קומקום מורפי 43980 נרוסטה,600060022,"שריג אלקטריק בע""מ",,
204343,מחבת אובלי מורפי 44709,600060022,"שריג אלקטריק בע""מ",,
204344,פל' בישול מורפי 44711יחיד,600060022,"שריג אלקטריק בע""מ",,
204345,פל' בישול 44721מורפי כפול,600060022,"שריג אלקטריק בע""מ",,
204349,אופה לחם מורפי 48039'נירו,600060022,"שריג אלקטריק בע""מ",,
204353,מסחטת מיץ מורפי 48189,600060022,"שריג אלקטריק בע""מ",,
204355,אופה לחם מורפי 48239'נירו,600060022,"שריג אלקטריק בע""מ",,
204356,אופה לחם מורפי 48290 לבן,600060022,"שריג אלקטריק בע""מ",,
204357,מטחנת בשר מורפי 48465,600060022,"שריג אלקטריק בע""מ",,
209763,אופה לחם מורפי 48268'נירו,600060022,"שריג אלקטריק בע""מ",,
209764,סיר בישול איטי מורפי 48735,600060022,"שריג אלקטריק בע""מ",,
211163,סיר טיגון מורפי 45546,600060022,"שריג אלקטריק בע""מ",,
211165,טוסטר לחיצה מורפי 44780,600060022,"שריג אלקטריק בע""מ",,
211167,קומקום חשמלי מורפי 43984אפור,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
211169,קומקום חשמלי מורפי 43981 אדום,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
213024,כד חשמלי מורפי 43982 ירוק,600060022,"שריג אלקטריק בע""מ",,
213025,מטחנת קפה מורפי 47671 ,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
213026,מיקסר מורפי 48255 ,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
213027,מסחטת הדרים מורפי 48146 נירו',600060022,"שריג אלקטריק בע""מ",,
213028,טוסטר סנדוויץ מורפי 44256,600060022,"שריג אלקטריק בע""מ",,
213029,טוסטר סנדוויץ מורפי 44257,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
216831,בלנדר מורפי 48384 לבן,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
216832,אופה לחם מורפי 48291,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
216833,טוסטר לחיצה מורפי 44258,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
216834,פלטת בישול כפולה מורפי 44724,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
217737,טוסטר אובן מורפי 44474,600060022,"שריג אלקטריק בע""מ",,
218659,טוסטר סנדביץ מורפי 4719 לחיצה,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
218818,מיקסר 48977 MIX CHEF לבן,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
218898,קומקום  מורפי רצארד 43870,600060022,"שריג אלקטריק בע""מ",,
219208,קומקום חשמלי מרפי רצארד 43983,600060022,"שריג אלקטריק בע""מ",,
219240,קומקום פירמידה מרפי 43769סגול,600060022,"שריג אלקטריק בע""מ",,
219241,קומקום פירמידה מרפי 43772אדום,600060022,"שריג אלקטריק בע""מ",,
219281,מיקסר ידני מרפי רצארד 48258,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
219282,מצנם מרפי רצארד 44747 סגול ,600060022,"שריג אלקטריק בע""מ",,
219437,מוט בלנדר תכלת+אביזרים 48526,600060022,"שריג אלקטריק בע""מ",,
219438,מוט בלנדר אדום+אביזרים 48527,600060022,"שריג אלקטריק בע""מ",,
219439,קומקום פירמידה נחושת 43778,600060022,"שריג אלקטריק בע""מ",,
219440,קומקום פירמידה צהוב 43827,600060022,"שריג אלקטריק בע""מ",,
219698,מיקרוגל גריל 25 ל' מורפ 44563,600060022,"שריג אלקטריק בע""מ",,
220558,כד נירוסטה מ.ריצארד 43991,600060022,"שריג אלקטריק בע""מ",,
221603,מיקרוגל מורפי 44566 25ל'+גריל,600060022,"שריג אלקטריק בע""מ",1,מחסני חשמל בלבד
221790,טוסטר אובן 46 ל' מורפי 44478,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
221791,טוסטר אובן '36ל מורפי 44477,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
221792,טוסטר אובן '23ל מורפי 44476,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
222461,קומקום פירמידה 102001 פיסטוק,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
222464,קומקום פירמידה 102000 קפוצינו,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
222465,קומקום פירמידה 102004 אדום מט,600060022,"שריג אלקטריק בע""מ",,
222466,מיקסר 48970 MIX CHEF אדום,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
222467,מיקסר 48973 MIX CHEF קרם,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
222910,קומקום פירמידה 102010 תכלת,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
222914,מיקרוגל מורפי '36ל 44568,600060022,"שריג אלקטריק בע""מ",,
223971,ט.אובן טורבו 55ל'מורפי 44479,600060022,"שריג אלקטריק בע""מ",,
226086,מסחטת מיץ מורפי 48181,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
226087,פלטת בישול מורפי 44734 כפולה,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
226800,מצנם מורפי 2 פרוסות 44057,600060022,"שריג אלקטריק בע""מ",,
226802,מוט בלנדר מורפי 402053,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
226803,מוט בלנדר מורפי 402050,600060022,"שריג אלקטריק בע""מ",,
229287,קומקום נירוסטה מורפי 43985,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
229288,קומקום לבן מורפי 108252  PRISM,600060022,"שריג אלקטריק בע""מ",,
229289,קומקום לבן פירמידה מורפי 108102  PRISM,600060022,"שריג אלקטריק בע""מ",,
229618,טוסטר אובן מורפי 23 ל' 44496,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
229619,טוסטר אובן מורפי 36 ל' 44497,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
229620,טוסטר אובן מורפי 46 ל' 44498,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230426,מיקסר MIX CHEF מורפי 48990 אדום מטלי,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230427,מיקסר MIX CHEF מורפי 48991 כסוף,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230958,קומקום פירמידה AZURE 102100,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230959,קומקום פירמידה SAND 102101,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230960,קומקום פירמידה PEBBLE 102102,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230961,קומקום ראסל הובס רטרו אדום 21670-70,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230966,מסחטת הדרים מורפי 48151,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230967,ט.אובן מורפי דיגיטלי 40'ל 44492,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230968,מצנם 2 פר' מורפי 222003,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230969,מצנם 2 פר' מורפי 222004,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230970,מצנם 2 פ' מורפי 222005,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230971,טוסטר לחיצה מורפי 44784,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
230972,טוסטר לחיצה מורפי 44783,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
231570,טוסטר אובן מורפי 44493 20 ליטר טורבו,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
231571,מיקרוגל מורפי 20 ליטר 44551,600060022,"שריג אלקטריק בע""מ",3,שתי רשתות
200479,ט.לחיצה כפול AKAI 072,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
200499,טוסטר AKAI לחיצה 202זכוכית,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",3,שתי רשתות
200519,טוסטר אובן T422OB AKAI,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
204170,מקרוגל דיג' 25'ל AKAI 925EA,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
204236,ט.לחיצה 010E AKAI זכוכית,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",3,שתי רשתות
209303,מקרוגל אקאי 23ETL'דיג כסף,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",3,שתי רשתות
209333,מיקרוגל אקאי EM930 לבן,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
209341,מקר' אקאי30ל טורבו+גרילH2,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
209342,מקרוגל מכני 23'ל AKAI 823,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",3,שתי רשתות
210856,מיקרוגל אקאי 30EL-H2 דלת מראה,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
212669,קומקום צבעוני 3502 אקאי,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
212889,מיקרוגל אקאי 25ל+גריל AG925EZY,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
709342,מקרוגל מכני 23'ל AKAI 823,600060079,"המילטון חשמל ואלקטרוניקה בע""מ",,
201783,בלנדר כוס מולינקס LM2401,600060014,"ניופאן בע""מ",,
201909,סט סירים טפאל קוד 4896,600060091,"מ.ברוכים ובניו בע""מ",,
202302,מסחטת מיץ טפאל 7001,600060091,"מ.ברוכים ובניו בע""מ",,
204717,מצנם טפאל 356130 נירוסטה,600060091,"מ.ברוכים ובניו בע""מ",,
211731,בלנדר טפאל BL520,600060014,"ניופאן בע""מ",,
211732,סיר אידוי טפאל VC130130,600060014,"ניופאן בע""מ",,
211735,גריל פלאנצ'ה טפאל CB5005,600060014,"ניופאן בע""מ",,
212996,משקל מטבח טפאל BC3007,600060014,"ניופאן בע""מ",,
216073,סיר טיגון טפאל FZ706028,600060014,"ניופאן בע""מ",,
216074,קומקום טפאל 3308 שחור,600060014,"ניופאן בע""מ",,
